medicine_name
Bjain Cheiranthus Cheiri Dilution 3X
LDD Bioscience Stellaria Media Dilution 30 CH
Bjain Conium Maculatum Globules 0/19 LM
Bakson's Homeopathy Juglans Regia Dilution 1000 CH
ADEL Sanguinaria Can. Dilution 30
Bio India Kalium Muriaticum Biochemic Tablet 12X
Bio India Silicea Biochemic Tablet 3X
Wheezal Calendula Nectar Prickly Heat Powder
SBL Areca Catechu Dilution 30 CH
ADEL Paeonia Off. Dilution 30 CH
Dr Willmar Schwabe India Magnesium Phosphoricum Dilution 50M CH
SBL Iodium 0/28 LM
Hapro Cretinox Syrup
REPL Diacon Drop
SBL Lemna Minor Dilution 3 CH
Dr Willmar Schwabe India Colocynthis Dilution 30 CH
SBL Lycopodium Clavatum Dilution 6 CH
SBL Sulphur 0/18 LM
Bjain Bellis Perennis Dilution 3X
SBL Baryta Carbonica 0/25 LM
Bjain Tuberculinum Bovinum Dilution 10M CH
Bio India Calcarea Sulphurica Biochemic Tablet 3X
Pioneer Pharma Natrum Mur 12X Biochemic Tablet
Pioneer Pharma Silicea Biochemic Tablet 6X
Bjain Natrum Muriaticum Globules 0/23 LM
Lord's Bio-Combination 14 Tablet
Lord's Bio-Combination 22 Tablet
Allen Vasakof Cough Syrup
SBL Digitalinum Dilution 30 CH
Dr. Reckeweg Croton Tig Dilution 200 CH
Bjain Carduus Marianus Dilution 200C
Dr Willmar Schwabe India Harungana Madagascariensis Dilution 30 CH
Bjain Bio-Combination No. 23 Tablet
SBL Kali Arsenicosum Dilution 30 CH
Dr Willmar Schwabe India Sabal Serrulata Dilution 200 CH
Dr Willmar Schwabe India Alpha - Tons Tablet
Bjain Equisetum Hymale Dilution 6X
SBL Saccharum Lactis Dilution 200 CH
Bjain Gnaphalium Polycephalum Dilution 200 CH
Bjain Thalapsi Bursa Pastoris Dilution 12 CH
LDD Bioscience Apis Mellifica Mother Tincture Q
Kent's K28 Tumor Oral Drops
Similia Kali Sulph Biochemic Tablet 6X
LDD Bioscience China Off Dilution 30
LDD Bioscience Cuprum Oxy Nigrum Dilution 1000 CH
Bjain Gossypium Herbaceum Mother Tincture Q
ADEL Sabal Serr Dilution 30 CH
Dr Willmar Schwabe India Boerhaavia Diffusa Mother Tincture Q
LDD Bioscience Kali Bromatum Dilution 6 CH
Wheezal Antimonium Crudum 0/7 LM
Wheezal Calcarea Fluorica Globules 0/8 LM
Sett Dey Rhododendron Chrysanphum Dilution 200
Wheezal Solanum Nigrum Dilution 6
Wheezal Menyanthes Trifoliata Dilution 10M
Bio India Camphora Dilution 10M CH
Wheezal Mercurius Dulcis Dilution 1M
Pioneer Pharma Iris Versicolor Globules Pellets Multidose Pills 30 CH
Bjain Ocimum Sanctum Dilution 6 CH
Bjain Mercurius Sulphuricus Dilution 6 CH
Bjain Eschscholtzia Californica Dilution 12 CH
Bakson's Homeopathy Calcarea Iodata Dilution 50M
Rxhomeo Mercurius Solubilis 1M Pellets
Bakson's Homeopathy Hamamelis Virginica Dilution 3X
Bakson's Homeopathy Tetanus Nos. Dilution 50M
Bakson's Homeopathy Verbena Officinalis Dilution 30
Bakson's Homeopathy Abies Canadensis Dilution 10M
Bakson's Homeopathy Berberis Vulgaris Dilution 10M
Bakson's Homeopathy Cicuta Virosa Dilution 10M
Dr Willmar Schwabe India Copaiba Officinalis Dilution 12 CH
Bjain Aesculus Hippocastanum Globules 0/9 LM
Bakson's Homeopathy Pulsatilla Nigricans Dilution 6X
Dr. Majumder Homeo World Acidum Uricum Dilution (30ml Each) 12
LDD Bioscience Mezereum Dilution 200
Hapdco Viola Plus Cough Syrup
SBL Cocainum Muriaticum Dilution 1000 CH
Bakson's Homeopathy Aviaire Dilution 200
Bakson's Homeopathy Balsamum Peruvianum Dilution 6 CH
ADEL Nat Sulph Dilution CM
Bakson's Homeopathy Strychninum Phosphoricum Dilution 1M
LDD Bioscience Capsicum Annum Dilution 1000 CH
Wheezal Quercus Glandium Spiritus Dilution CM
Wheezal Mixture Syrup
Wheezal Bryonia Alba Globules 0/2 LM
Bjain Abrotanum Globules 0/15 LM
Bjain Calcarea Silicata Globules 0/30 LM
Wheezal Arsenicum Album Globules 0/3 LM
Wheezal Citrus Vulgaris Dilution 3X
Wheezal Paris Quadrifolia Dilution 10M
Wheezal Boerhavia Diffusa Dilution 10M
Wheezal Gossypium Herbaceum Dilution CM
Hapro Thuja Occidentalis Dilution 1M
Dr. Reckeweg R86 Low Blood Sugar Drop
Dr Willmar Schwabe India Antimonium Sulph Aureum Trituration Tablet 3X
Dr Willmar Schwabe Germany Collinsonia Canadensis Dilution 30
LDD Bioscience Thyroidinum 3X
Bakson's Homeopathy Cactus Grandiflorus Dilution 50M
Bakson's Homeopathy Cocainum Muriaticum Dilution 200
ADEL Bryonia Alb. Dilution 50M
Bakson's Homeopathy Spongia Tosta Mother Tincture Q
Bakson's Homeopathy Origanum Majorana Dilution 200
Dr Willmar Schwabe Germany Thallium Dilution 30
Dr. Majumder Homeo World Aconitum Ferox Dilution (30ml Each) 200
Bjain Kali Sulphuricum Dilution 10M CH
LDD Bioscience Formica Rufa Dilution 30
Lord's Cynodon Dactylon Mother Tincture Q
Bakson's Homeopathy Piper Nigrum Dilution 30
Herbamed Berberis Aquifolium Mother Tincture Q
"Dr. Romas Homeopathy HD-79 Acidity, 2 Bottles of 2 Dram"
LDD Bioscience Physostigma Mother Tincture Q
Wheezal Barium Carbonicum Globules 0/4 LM
Rxhomeo Digitalis Pur 200C
Wheezal Ammonium Picricum Dilution 1M
Wheezal Arnica Montana Globules 0/23 LM
Bjain Abroma Augusta Globules 0/26 LM
Bjain Allium Sativum Globules 0/13 LM
Bjain Agave Americana Globules 0/12 LM
Wheezal Lapis Album Dilution CM
Rxhomeo Ranunculus Bulbosus 200C
Wheezal Mercurius Iodatus Flavus Trituration Tablet 3X
LDD Bioscience Ammonium Muriaticum Dilution 30 CH
Ankur Hb-Pura Syrup
Father Muller Pulsatilla Nigricans Drop 30C
Pioneer Pharma Lachesis Globules Pellets Multidose Pills
Bjain Conium Maculatum Globules 0/1 LM
ADEL Arnica Mont. Dilution 6
Lord's Nat Phos Biochemic Tablet 200X
ADEL Acid Carbolic Dilution 200
Dr. Reckeweg Alumina Dilution 50M CH
Wheezal Dilution Asafoetida 200 CH
Pioneer Pharma Nux Moschata Globules Pellets Multidose Pills 6 CH
Dr. Majumder Homeo World Brahmi Dilution(30ml Each) 30
Wheezal Petroleum Dilution 30
Bjain Apium Graveolens Globules 0/29 LM
Bjain Aegle Folia Globules 0/7 LM
Wheezal Atista Indica Dilution 3X
Wheezal Sabina Globules 0/29 LM
Dr Willmar Schwabe Bio-Combination BC 25 Tablet
Dr Willmar Schwabe India Belladonna Dilution 1000 CH
LDD Bioscience Cyclamen Dilution 30 CH
Bjain Arnica Montana Globules 0/10 LM
Bjain Apocynum Cannabinum Globules 0/22 LM
Bjain Plumbum Metallicum Globules 0/8 LM
Bio India Natrum Muriaticum Biochemic Tablet 6X
SBL Kali Phosphoricum Biochemic Tablet 30X
SBL Caffeinum Dilution 30 CH
SBL Lapis Albus Dilution 1000 CH
Dr Willmar Schwabe India Chininum Salicylicum Dilution 30 CH
Wheezal Castanea Vesca Dilution 10M
Wheezal Alumina 0/17 LM
Dr. Reckeweg Stannum Metallicum Dilution 200 CH
Dr. Majumder Homeo World Acidum Carbolicum (30ml Each) 50M
Dr. Majumder Homeo World Acidum Carbolicum 3X
Wheezal Niccolum Sulphuricum Dilution 30
Pioneer Pharma Lachnanthes Tinct Globules Pellet Multidose Pills 200 CH
